Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , Michigan ,2004,11,8.26, Michigan 200411
Average retail price of electricity , Michigan ,2004,10,8.14, Michigan 200410
Average retail price of electricity , Michigan ,2004,9,8.54, Michigan 20049
Average retail price of electricity , Michigan ,2004,8,8.56, Michigan 20048
Average retail price of electricity , Michigan ,2004,7,8.63, Michigan 20047
Average retail price of electricity , Michigan ,2004,6,8.81, Michigan 20046
Average retail price of electricity , Michigan ,2004,5,8.19, Michigan 20045
Average retail price of electricity , Michigan ,2004,4,8.11, Michigan 20044
Average retail price of electricity , Michigan ,2004,3,8.08, Michigan 20043
Average retail price of electricity , Michigan ,2004,2,8.21, Michigan 20042
Average retail price of electricity , Michigan ,2004,1,8.14, Michigan 20041
Average retail price of electricity , Michigan ,2003,12,8.22, Michigan 200312
Average retail price of electricity , Michigan ,2003,11,8.24, Michigan 200311
Average retail price of electricity , Michigan ,2003,10,8.08, Michigan 200310
Average retail price of electricity , Michigan ,2003,9,8.54, Michigan 20039
Average retail price of electricity , Michigan ,2003,8,8.7, Michigan 20038
Average retail price of electricity , Michigan ,2003,7,8.71, Michigan 20037
Average retail price of electricity , Michigan ,2003,6,8.59, Michigan 20036
Average retail price of electricity , Michigan ,2003,5,8.23, Michigan 20035
Average retail price of electricity , Michigan ,2003,4,8.19, Michigan 20034
Average retail price of electricity , Michigan ,2003,3,8.2, Michigan 20033
Average retail price of electricity , Michigan ,2003,2,8.16, Michigan 20032
Average retail price of electricity , Michigan ,2003,1,8.21, Michigan 20031
Average retail price of electricity , Michigan ,2002,12,8.28, Michigan 200212
Average retail price of electricity , Michigan ,2002,11,8.05, Michigan 200211
Average retail price of electricity , Michigan ,2002,10,8.02, Michigan 200210
Average retail price of electricity , Michigan ,2002,9,8.48, Michigan 20029
Average retail price of electricity , Michigan ,2002,8,8.63, Michigan 20028
Average retail price of electricity , Michigan ,2002,7,8.67, Michigan 20027
Average retail price of electricity , Michigan ,2002,6,8.56, Michigan 20026
Average retail price of electricity , Michigan ,2002,5,8.1, Michigan 20025
Average retail price of electricity , Michigan ,2002,4,8.03, Michigan 20024
Average retail price of electricity , Michigan ,2002,3,8.04, Michigan 20023
Average retail price of electricity , Michigan ,2002,2,8.04, Michigan 20022
Average retail price of electricity , Michigan ,2002,1,8.09, Michigan 20021
Average retail price of electricity , Michigan ,2001,12,7.88, Michigan 200112
Average retail price of electricity , Michigan ,2001,11,8.1, Michigan 200111
Average retail price of electricity , Michigan ,2001,10,8.04, Michigan 200110
Average retail price of electricity , Michigan ,2001,9,8.37, Michigan 20019
Average retail price of electricity , Michigan ,2001,8,8.69, Michigan 20018
Average retail price of electricity , Michigan ,2001,7,8.63, Michigan 20017
Average retail price of electricity , Michigan ,2001,6,8.52, Michigan 20016
Average retail price of electricity , Michigan ,2001,5,8.16, Michigan 20015
Average retail price of electricity , Michigan ,2001,4,8.08, Michigan 20014
Average retail price of electricity , Michigan ,2001,3,8.08, Michigan 20013
Average retail price of electricity , Michigan ,2001,2,8.12, Michigan 20012
Average retail price of electricity , Michigan ,2001,1,8.08, Michigan 20011
Average retail price of electricity , Middle Atlantic (total) ,2017,7,16.46, Middle Atlantic (total) 20177
Average retail price of electricity , Middle Atlantic (total) ,2017,6,16.49, Middle Atlantic (total) 20176
Average retail price of electricity , Middle Atlantic (total) ,2017,5,16.5, Middle Atlantic (total) 20175
Average retail price of electricity , Middle Atlantic (total) ,2017,4,15.83, Middle Atlantic (total) 20174
Average retail price of electricity , Middle Atlantic (total) ,2017,3,15.46, Middle Atlantic (total) 20173
Average retail price of electricity , Middle Atlantic (total) ,2017,2,15.75, Middle Atlantic (total) 20172
Average retail price of electricity , Middle Atlantic (total) ,2017,1,15.46, Middle Atlantic (total) 20171
Average retail price of electricity , Middle Atlantic (total) ,2016,12,15.32, Middle Atlantic (total) 201612
Average retail price of electricity , Middle Atlantic (total) ,2016,11,15.82, Middle Atlantic (total) 201611
Average retail price of electricity , Middle Atlantic (total) ,2016,10,16.16, Middle Atlantic (total) 201610
Average retail price of electricity , Middle Atlantic (total) ,2016,9,16.3, Middle Atlantic (total) 20169
Average retail price of electricity , Middle Atlantic (total) ,2016,8,16.02, Middle Atlantic (total) 20168
Average retail price of electricity , Middle Atlantic (total) ,2016,7,15.96, Middle Atlantic (total) 20167
Average retail price of electricity , Middle Atlantic (total) ,2016,6,15.98, Middle Atlantic (total) 20166
Average retail price of electricity , Middle Atlantic (total) ,2016,5,15.91, Middle Atlantic (total) 20165
Average retail price of electricity , Middle Atlantic (total) ,2016,4,15.72, Middle Atlantic (total) 20164
Average retail price of electricity , Middle Atlantic (total) ,2016,3,15.43, Middle Atlantic (total) 20163
Average retail price of electricity , Middle Atlantic (total) ,2016,2,15.28, Middle Atlantic (total) 20162
Average retail price of electricity , Middle Atlantic (total) ,2016,1,15.16, Middle Atlantic (total) 20161
Average retail price of electricity , Middle Atlantic (total) ,2015,12,15.62, Middle Atlantic (total) 201512
Average retail price of electricity , Middle Atlantic (total) ,2015,11,16, Middle Atlantic (total) 201511
Average retail price of electricity , Middle Atlantic (total) ,2015,10,16.13, Middle Atlantic (total) 201510
Average retail price of electricity , Middle Atlantic (total) ,2015,9,16.19, Middle Atlantic (total) 20159
Average retail price of electricity , Middle Atlantic (total) ,2015,8,16.3, Middle Atlantic (total) 20158
Average retail price of electricity , Middle Atlantic (total) ,2015,7,16.39, Middle Atlantic (total) 20157
Average retail price of electricity , Middle Atlantic (total) ,2015,6,16.44, Middle Atlantic (total) 20156
Average retail price of electricity , Middle Atlantic (total) ,2015,5,15.87, Middle Atlantic (total) 20155
Average retail price of electricity , Middle Atlantic (total) ,2015,4,15.55, Middle Atlantic (total) 20154
Average retail price of electricity , Middle Atlantic (total) ,2015,3,15.63, Middle Atlantic (total) 20153
Average retail price of electricity , Middle Atlantic (total) ,2015,2,15.77, Middle Atlantic (total) 20152
Average retail price of electricity , Middle Atlantic (total) ,2015,1,15.6, Middle Atlantic (total) 20151
Average retail price of electricity , Middle Atlantic (total) ,2014,12,15.78, Middle Atlantic (total) 201412
Average retail price of electricity , Middle Atlantic (total) ,2014,11,16.07, Middle Atlantic (total) 201411
Average retail price of electricity , Middle Atlantic (total) ,2014,10,16.28, Middle Atlantic (total) 201410
Average retail price of electricity , Middle Atlantic (total) ,2014,9,16.42, Middle Atlantic (total) 20149
Average retail price of electricity , Middle Atlantic (total) ,2014,8,16.6, Middle Atlantic (total) 20148
Average retail price of electricity , Middle Atlantic (total) ,2014,7,17.09, Middle Atlantic (total) 20147
Average retail price of electricity , Middle Atlantic (total) ,2014,6,17.01, Middle Atlantic (total) 20146
Average retail price of electricity , Middle Atlantic (total) ,2014,5,16.57, Middle Atlantic (total) 20145
Average retail price of electricity , Middle Atlantic (total) ,2014,4,16.04, Middle Atlantic (total) 20144
Average retail price of electricity , Middle Atlantic (total) ,2014,3,16.39, Middle Atlantic (total) 20143
Average retail price of electricity , Middle Atlantic (total) ,2014,2,16.82, Middle Atlantic (total) 20142
Average retail price of electricity , Middle Atlantic (total) ,2014,1,15.62, Middle Atlantic (total) 20141
Average retail price of electricity , Middle Atlantic (total) ,2013,12,15.24, Middle Atlantic (total) 201312
Average retail price of electricity , Middle Atlantic (total) ,2013,11,15.49, Middle Atlantic (total) 201311
Average retail price of electricity , Middle Atlantic (total) ,2013,10,15.9, Middle Atlantic (total) 201310
Average retail price of electricity , Middle Atlantic (total) ,2013,9,16.47, Middle Atlantic (total) 20139
Average retail price of electricity , Middle Atlantic (total) ,2013,8,16.32, Middle Atlantic (total) 20138
Average retail price of electricity , Middle Atlantic (total) ,2013,7,16.61, Middle Atlantic (total) 20137
Average retail price of electricity , Middle Atlantic (total) ,2013,6,16.16, Middle Atlantic (total) 20136
Average retail price of electricity , Middle Atlantic (total) ,2013,5,15.62, Middle Atlantic (total) 20135
Average retail price of electricity , Middle Atlantic (total) ,2013,4,15.07, Middle Atlantic (total) 20134
Average retail price of electricity , Middle Atlantic (total) ,2013,3,14.99, Middle Atlantic (total) 20133
Average retail price of electricity , Middle Atlantic (total) ,2013,2,15.29, Middle Atlantic (total) 20132
Average retail price of electricity , Middle Atlantic (total) ,2013,1,14.92, Middle Atlantic (total) 20131
Average retail price of electricity , Middle Atlantic (total) ,2012,12,14.99, Middle Atlantic (total) 201212
Average retail price of electricity , Middle Atlantic (total) ,2012,11,15, Middle Atlantic (total) 201211
Average retail price of electricity , Middle Atlantic (total) ,2012,10,15.54, Middle Atlantic (total) 201210
Average retail price of electricity , Middle Atlantic (total) ,2012,9,15.65, Middle Atlantic (total) 20129
Average retail price of electricity , Middle Atlantic (total) ,2012,8,15.6, Middle Atlantic (total) 20128
Average retail price of electricity , Middle Atlantic (total) ,2012,7,15.68, Middle Atlantic (total) 20127
Average retail price of electricity , Middle Atlantic (total) ,2012,6,15.61, Middle Atlantic (total) 20126
Average retail price of electricity , Middle Atlantic (total) ,2012,5,15.34, Middle Atlantic (total) 20125
Average retail price of electricity , Middle Atlantic (total) ,2012,4,15.03, Middle Atlantic (total) 20124
Average retail price of electricity , Middle Atlantic (total) ,2012,3,14.85, Middle Atlantic (total) 20123
Average retail price of electricity , Middle Atlantic (total) ,2012,2,14.81, Middle Atlantic (total) 20122
Average retail price of electricity , Middle Atlantic (total) ,2012,1,14.89, Middle Atlantic (total) 20121
Average retail price of electricity , Middle Atlantic (total) ,2011,12,15.25, Middle Atlantic (total) 201112
Average retail price of electricity , Middle Atlantic (total) ,2011,11,15.75, Middle Atlantic (total) 201111
Average retail price of electricity , Middle Atlantic (total) ,2011,10,16.19, Middle Atlantic (total) 201110
Average retail price of electricity , Middle Atlantic (total) ,2011,9,16.41, Middle Atlantic (total) 20119
Average retail price of electricity , Middle Atlantic (total) ,2011,8,16.53, Middle Atlantic (total) 20118
Average retail price of electricity , Middle Atlantic (total) ,2011,7,16.38, Middle Atlantic (total) 20117
Average retail price of electricity , Middle Atlantic (total) ,2011,6,16.24, Middle Atlantic (total) 20116
Average retail price of electricity , Middle Atlantic (total) ,2011,5,15.98, Middle Atlantic (total) 20115
Average retail price of electricity , Middle Atlantic (total) ,2011,4,15.53, Middle Atlantic (total) 20114
Average retail price of electricity , Middle Atlantic (total) ,2011,3,15.36, Middle Atlantic (total) 20113
Average retail price of electricity , Middle Atlantic (total) ,2011,2,15.13, Middle Atlantic (total) 20112
Average retail price of electricity , Middle Atlantic (total) ,2011,1,14.75, Middle Atlantic (total) 20111
Average retail price of electricity , Middle Atlantic (total) ,2010,12,14.99, Middle Atlantic (total) 201012
Average retail price of electricity , Middle Atlantic (total) ,2010,11,15.54, Middle Atlantic (total) 201011
Average retail price of electricity , Middle Atlantic (total) ,2010,10,15.89, Middle Atlantic (total) 201010
Average retail price of electricity , Middle Atlantic (total) ,2010,9,16.76, Middle Atlantic (total) 20109
Average retail price of electricity , Middle Atlantic (total) ,2010,8,16.61, Middle Atlantic (total) 20108
Average retail price of electricity , Middle Atlantic (total) ,2010,7,16.91, Middle Atlantic (total) 20107
Average retail price of electricity , Middle Atlantic (total) ,2010,6,16.39, Middle Atlantic (total) 20106
Average retail price of electricity , Middle Atlantic (total) ,2010,5,16.18, Middle Atlantic (total) 20105
Average retail price of electricity , Middle Atlantic (total) ,2010,4,15.86, Middle Atlantic (total) 20104
Average retail price of electricity , Middle Atlantic (total) ,2010,3,14.98, Middle Atlantic (total) 20103
Average retail price of electricity , Middle Atlantic (total) ,2010,2,14.93, Middle Atlantic (total) 20102
Average retail price of electricity , Middle Atlantic (total) ,2010,1,14.43, Middle Atlantic (total) 20101
Average retail price of electricity , Middle Atlantic (total) ,2009,12,14.41, Middle Atlantic (total) 200912
Average retail price of electricity , Middle Atlantic (total) ,2009,11,14.37, Middle Atlantic (total) 200911
Average retail price of electricity , Middle Atlantic (total) ,2009,10,15.15, Middle Atlantic (total) 200910
Average retail price of electricity , Middle Atlantic (total) ,2009,9,15.79, Middle Atlantic (total) 20099
Average retail price of electricity , Middle Atlantic (total) ,2009,8,15.84, Middle Atlantic (total) 20098
Average retail price of electricity , Middle Atlantic (total) ,2009,7,16.06, Middle Atlantic (total) 20097
Average retail price of electricity , Middle Atlantic (total) ,2009,6,15.59, Middle Atlantic (total) 20096
Average retail price of electricity , Middle Atlantic (total) ,2009,5,14.77, Middle Atlantic (total) 20095
Average retail price of electricity , Middle Atlantic (total) ,2009,4,14.29, Middle Atlantic (total) 20094
Average retail price of electricity , Middle Atlantic (total) ,2009,3,14.02, Middle Atlantic (total) 20093
Average retail price of electricity , Middle Atlantic (total) ,2009,2,14.01, Middle Atlantic (total) 20092
Average retail price of electricity , Middle Atlantic (total) ,2009,1,13.89, Middle Atlantic (total) 20091
Average retail price of electricity , Middle Atlantic (total) ,2008,12,13.77, Middle Atlantic (total) 200812
Average retail price of electricity , Middle Atlantic (total) ,2008,11,14.23, Middle Atlantic (total) 200811
Average retail price of electricity , Middle Atlantic (total) ,2008,10,14.91, Middle Atlantic (total) 200810
Average retail price of electricity , Middle Atlantic (total) ,2008,9,16, Middle Atlantic (total) 20089
Average retail price of electricity , Middle Atlantic (total) ,2008,8,16.87, Middle Atlantic (total) 20088
Average retail price of electricity , Middle Atlantic (total) ,2008,7,16.4, Middle Atlantic (total) 20087
Average retail price of electricity , Middle Atlantic (total) ,2008,6,15.94, Middle Atlantic (total) 20086
Average retail price of electricity , Middle Atlantic (total) ,2008,5,14.99, Middle Atlantic (total) 20085
Average retail price of electricity , Middle Atlantic (total) ,2008,4,14.27, Middle Atlantic (total) 20084
Average retail price of electricity , Middle Atlantic (total) ,2008,3,13.56, Middle Atlantic (total) 20083
Average retail price of electricity , Middle Atlantic (total) ,2008,2,13.72, Middle Atlantic (total) 20082
Average retail price of electricity , Middle Atlantic (total) ,2008,1,13.43, Middle Atlantic (total) 20081
Average retail price of electricity , Middle Atlantic (total) ,2007,12,13.37, Middle Atlantic (total) 200712
Average retail price of electricity , Middle Atlantic (total) ,2007,11,13.82, Middle Atlantic (total) 200711
Average retail price of electricity , Middle Atlantic (total) ,2007,10,14.3, Middle Atlantic (total) 200710
Average retail price of electricity , Middle Atlantic (total) ,2007,9,14.5, Middle Atlantic (total) 20079
Average retail price of electricity , Middle Atlantic (total) ,2007,8,15.12, Middle Atlantic (total) 20078
Average retail price of electricity , Middle Atlantic (total) ,2007,7,14.81, Middle Atlantic (total) 20077
Average retail price of electricity , Middle Atlantic (total) ,2007,6,15.03, Middle Atlantic (total) 20076
Average retail price of electricity , Middle Atlantic (total) ,2007,5,14.1, Middle Atlantic (total) 20075
Average retail price of electricity , Middle Atlantic (total) ,2007,4,13.48, Middle Atlantic (total) 20074
Average retail price of electricity , Middle Atlantic (total) ,2007,3,13.06, Middle Atlantic (total) 20073
Average retail price of electricity , Middle Atlantic (total) ,2007,2,12.72, Middle Atlantic (total) 20072
Average retail price of electricity , Middle Atlantic (total) ,2007,1,12.85, Middle Atlantic (total) 20071
Average retail price of electricity , Middle Atlantic (total) ,2006,12,12.62, Middle Atlantic (total) 200612
Average retail price of electricity , Middle Atlantic (total) ,2006,11,12.89, Middle Atlantic (total) 200611
Average retail price of electricity , Middle Atlantic (total) ,2006,10,13.68, Middle Atlantic (total) 200610
Average retail price of electricity , Middle Atlantic (total) ,2006,9,14.3, Middle Atlantic (total) 20069
Average retail price of electricity , Middle Atlantic (total) ,2006,8,14.4, Middle Atlantic (total) 20068
Average retail price of electricity , Middle Atlantic (total) ,2006,7,14.29, Middle Atlantic (total) 20067
Average retail price of electricity , Middle Atlantic (total) ,2006,6,14.08, Middle Atlantic (total) 20066
Average retail price of electricity , Middle Atlantic (total) ,2006,5,13.15, Middle Atlantic (total) 20065
Average retail price of electricity , Middle Atlantic (total) ,2006,4,12.85, Middle Atlantic (total) 20064
Average retail price of electricity , Middle Atlantic (total) ,2006,3,12.37, Middle Atlantic (total) 20063
Average retail price of electricity , Middle Atlantic (total) ,2006,2,12.7, Middle Atlantic (total) 20062
Average retail price of electricity , Middle Atlantic (total) ,2006,1,12.45, Middle Atlantic (total) 20061
Average retail price of electricity , Middle Atlantic (total) ,2005,12,12.29, Middle Atlantic (total) 200512
Average retail price of electricity , Middle Atlantic (total) ,2005,11,13.15, Middle Atlantic (total) 200511
Average retail price of electricity , Middle Atlantic (total) ,2005,10,13.28, Middle Atlantic (total) 200510
Average retail price of electricity , Middle Atlantic (total) ,2005,9,13.53, Middle Atlantic (total) 20059
Average retail price of electricity , Middle Atlantic (total) ,2005,8,13.27, Middle Atlantic (total) 20058
Average retail price of electricity , Middle Atlantic (total) ,2005,7,12.97, Middle Atlantic (total) 20057
Average retail price of electricity , Middle Atlantic (total) ,2005,6,12.84, Middle Atlantic (total) 20056
Average retail price of electricity , Middle Atlantic (total) ,2005,5,12.34, Middle Atlantic (total) 20055
Average retail price of electricity , Middle Atlantic (total) ,2005,4,11.77, Middle Atlantic (total) 20054
Average retail price of electricity , Middle Atlantic (total) ,2005,3,11.45, Middle Atlantic (total) 20053
Average retail price of electricity , Middle Atlantic (total) ,2005,2,11.48, Middle Atlantic (total) 20052
Average retail price of electricity , Middle Atlantic (total) ,2005,1,11.19, Middle Atlantic (total) 20051
Average retail price of electricity , Middle Atlantic (total) ,2004,12,11.18, Middle Atlantic (total) 200412
Average retail price of electricity , Middle Atlantic (total) ,2004,11,11.73, Middle Atlantic (total) 200411
Average retail price of electricity , Middle Atlantic (total) ,2004,10,11.88, Middle Atlantic (total) 200410
Average retail price of electricity , Middle Atlantic (total) ,2004,9,12.7, Middle Atlantic (total) 20049
Average retail price of electricity , Middle Atlantic (total) ,2004,8,12.69, Middle Atlantic (total) 20048
Average retail price of electricity , Middle Atlantic (total) ,2004,7,12.65, Middle Atlantic (total) 20047
Average retail price of electricity , Middle Atlantic (total) ,2004,6,12.43, Middle Atlantic (total) 20046
Average retail price of electricity , Middle Atlantic (total) ,2004,5,11.72, Middle Atlantic (total) 20045
Average retail price of electricity , Middle Atlantic (total) ,2004,4,11.51, Middle Atlantic (total) 20044
Average retail price of electricity , Middle Atlantic (total) ,2004,3,11.33, Middle Atlantic (total) 20043
Average retail price of electricity , Middle Atlantic (total) ,2004,2,11.18, Middle Atlantic (total) 20042
Average retail price of electricity , Middle Atlantic (total) ,2004,1,10.75, Middle Atlantic (total) 20041
Average retail price of electricity , Middle Atlantic (total) ,2003,12,11.07, Middle Atlantic (total) 200312
Average retail price of electricity , Middle Atlantic (total) ,2003,11,11.63, Middle Atlantic (total) 200311
Average retail price of electricity , Middle Atlantic (total) ,2003,10,11.91, Middle Atlantic (total) 200310
Average retail price of electricity , Middle Atlantic (total) ,2003,9,12.53, Middle Atlantic (total) 20039
Average retail price of electricity , Middle Atlantic (total) ,2003,8,12.46, Middle Atlantic (total) 20038
Average retail price of electricity , Middle Atlantic (total) ,2003,7,12.26, Middle Atlantic (total) 20037
Average retail price of electricity , Middle Atlantic (total) ,2003,6,12.13, Middle Atlantic (total) 20036
Average retail price of electricity , Middle Atlantic (total) ,2003,5,11.89, Middle Atlantic (total) 20035
Average retail price of electricity , Middle Atlantic (total) ,2003,4,11.53, Middle Atlantic (total) 20034
Average retail price of electricity , Middle Atlantic (total) ,2003,3,11.06, Middle Atlantic (total) 20033
Average retail price of electricity , Middle Atlantic (total) ,2003,2,10.74, Middle Atlantic (total) 20032
Average retail price of electricity , Middle Atlantic (total) ,2003,1,10.42, Middle Atlantic (total) 20031
Average retail price of electricity , Middle Atlantic (total) ,2002,12,10.74, Middle Atlantic (total) 200212
Average retail price of electricity , Middle Atlantic (total) ,2002,11,11.06, Middle Atlantic (total) 200211
Average retail price of electricity , Middle Atlantic (total) ,2002,10,11.43, Middle Atlantic (total) 200210
Average retail price of electricity , Middle Atlantic (total) ,2002,9,11.95, Middle Atlantic (total) 20029
Average retail price of electricity , Middle Atlantic (total) ,2002,8,11.93, Middle Atlantic (total) 20028
Average retail price of electricity , Middle Atlantic (total) ,2002,7,11.94, Middle Atlantic (total) 20027
Average retail price of electricity , Middle Atlantic (total) ,2002,6,11.84, Middle Atlantic (total) 20026
Average retail price of electricity , Middle Atlantic (total) ,2002,5,11.43, Middle Atlantic (total) 20025
Average retail price of electricity , Middle Atlantic (total) ,2002,4,10.91, Middle Atlantic (total) 20024
Average retail price of electricity , Middle Atlantic (total) ,2002,3,10.74, Middle Atlantic (total) 20023
Average retail price of electricity , Middle Atlantic (total) ,2002,2,10.91, Middle Atlantic (total) 20022
Average retail price of electricity , Middle Atlantic (total) ,2002,1,10.69, Middle Atlantic (total) 20021
Average retail price of electricity , Middle Atlantic (total) ,2001,12,10.93, Middle Atlantic (total) 200112
Average retail price of electricity , Middle Atlantic (total) ,2001,11,11.19, Middle Atlantic (total) 200111
Average retail price of electricity , Middle Atlantic (total) ,2001,10,11.6, Middle Atlantic (total) 200110
Average retail price of electricity , Middle Atlantic (total) ,2001,9,11.94, Middle Atlantic (total) 20019
Average retail price of electricity , Middle Atlantic (total) ,2001,8,12.02, Middle Atlantic (total) 20018
Average retail price of electricity , Middle Atlantic (total) ,2001,7,12.31, Middle Atlantic (total) 20017
Average retail price of electricity , Middle Atlantic (total) ,2001,6,12.11, Middle Atlantic (total) 20016
Average retail price of electricity , Middle Atlantic (total) ,2001,5,11.56, Middle Atlantic (total) 20015
Average retail price of electricity , Middle Atlantic (total) ,2001,4,11.04, Middle Atlantic (total) 20014
Average retail price of electricity , Middle Atlantic (total) ,2001,3,11.01, Middle Atlantic (total) 20013
Average retail price of electricity , Middle Atlantic (total) ,2001,2,10.93, Middle Atlantic (total) 20012
Average retail price of electricity , Middle Atlantic (total) ,2001,1,10.76, Middle Atlantic (total) 20011
Average retail price of electricity , Minnesota ,2017,7,14.02, Minnesota 20177
Average retail price of electricity , Minnesota ,2017,6,13.96, Minnesota 20176
Average retail price of electricity , Minnesota ,2017,5,13.36, Minnesota 20175
Average retail price of electricity , Minnesota ,2017,4,13.03, Minnesota 20174
Average retail price of electricity , Minnesota ,2017,3,12.58, Minnesota 20173
Average retail price of electricity , Minnesota ,2017,2,12.83, Minnesota 20172
Average retail price of electricity , Minnesota ,2017,1,12.13, Minnesota 20171
Average retail price of electricity , Minnesota ,2016,12,11.97, Minnesota 201612
Average retail price of electricity , Minnesota ,2016,11,13.15, Minnesota 201611
Average retail price of electricity , Minnesota ,2016,10,13.24, Minnesota 201610
Average retail price of electricity , Minnesota ,2016,9,13.88, Minnesota 20169
Average retail price of electricity , Minnesota ,2016,8,13.11, Minnesota 20168
Average retail price of electricity , Minnesota ,2016,7,13.2, Minnesota 20167
Average retail price of electricity , Minnesota ,2016,6,12.81, Minnesota 20166
Average retail price of electricity , Minnesota ,2016,5,13.04, Minnesota 20165
Average retail price of electricity , Minnesota ,2016,4,12.62, Minnesota 20164
Average retail price of electricity , Minnesota ,2016,3,12.23, Minnesota 20163
Average retail price of electricity , Minnesota ,2016,2,12.12, Minnesota 20162
Average retail price of electricity , Minnesota ,2016,1,11.97, Minnesota 20161
Average retail price of electricity , Minnesota ,2015,12,11.57, Minnesota 201512
Average retail price of electricity , Minnesota ,2015,11,11.87, Minnesota 201511
Average retail price of electricity , Minnesota ,2015,10,12.55, Minnesota 201510
Average retail price of electricity , Minnesota ,2015,9,12.68, Minnesota 20159
Average retail price of electricity , Minnesota ,2015,8,12.78, Minnesota 20158
Average retail price of electricity , Minnesota ,2015,7,12.89, Minnesota 20157
Average retail price of electricity , Minnesota ,2015,6,12.9, Minnesota 20156
Average retail price of electricity , Minnesota ,2015,5,12.47, Minnesota 20155
Average retail price of electricity , Minnesota ,2015,4,12.02, Minnesota 20154
Average retail price of electricity , Minnesota ,2015,3,11.36, Minnesota 20153
Average retail price of electricity , Minnesota ,2015,2,11.39, Minnesota 20152
Average retail price of electricity , Minnesota ,2015,1,11.31, Minnesota 20151
Average retail price of electricity , Minnesota ,2014,12,11.43, Minnesota 201412
Average retail price of electricity , Minnesota ,2014,11,11.72, Minnesota 201411
Average retail price of electricity , Minnesota ,2014,10,12.35, Minnesota 201410
Average retail price of electricity , Minnesota ,2014,9,12.66, Minnesota 20149
Average retail price of electricity , Minnesota ,2014,8,12.74, Minnesota 20148
Average retail price of electricity , Minnesota ,2014,7,12.95, Minnesota 20147
Average retail price of electricity , Minnesota ,2014,6,12.73, Minnesota 20146
Average retail price of electricity , Minnesota ,2014,5,12.12, Minnesota 20145
Average retail price of electricity , Minnesota ,2014,4,11.82, Minnesota 20144
Average retail price of electricity , Minnesota ,2014,3,11.71, Minnesota 20143
Average retail price of electricity , Minnesota ,2014,2,11.37, Minnesota 20142
Average retail price of electricity , Minnesota ,2014,1,11.17, Minnesota 20141
Average retail price of electricity , Minnesota ,2013,12,11.2, Minnesota 201312
Average retail price of electricity , Minnesota ,2013,11,11.52, Minnesota 201311
Average retail price of electricity , Minnesota ,2013,10,12.07, Minnesota 201310
Average retail price of electricity , Minnesota ,2013,9,12.47, Minnesota 20139
Average retail price of electricity , Minnesota ,2013,8,12.63, Minnesota 20138
Average retail price of electricity , Minnesota ,2013,7,12.67, Minnesota 20137
Average retail price of electricity , Minnesota ,2013,6,12.71, Minnesota 20136
Average retail price of electricity , Minnesota ,2013,5,12.02, Minnesota 20135
Average retail price of electricity , Minnesota ,2013,4,11.45, Minnesota 20134
Average retail price of electricity , Minnesota ,2013,3,11.2, Minnesota 20133
Average retail price of electricity , Minnesota ,2013,2,11.16, Minnesota 20132
Average retail price of electricity , Minnesota ,2013,1,11.01, Minnesota 20131
Average retail price of electricity , Minnesota ,2012,12,10.95, Minnesota 201212
Average retail price of electricity , Minnesota ,2012,11,11.03, Minnesota 201211
Average retail price of electricity , Minnesota ,2012,10,11.54, Minnesota 201210
Average retail price of electricity , Minnesota ,2012,9,12.09, Minnesota 20129
Average retail price of electricity , Minnesota ,2012,8,12.18, Minnesota 20128
Average retail price of electricity , Minnesota ,2012,7,11.84, Minnesota 20127
Average retail price of electricity , Minnesota ,2012,6,11.79, Minnesota 20126
Average retail price of electricity , Minnesota ,2012,5,11.3, Minnesota 20125
Average retail price of electricity , Minnesota ,2012,4,11.14, Minnesota 20124
Average retail price of electricity , Minnesota ,2012,3,10.94, Minnesota 20123
Average retail price of electricity , Minnesota ,2012,2,10.71, Minnesota 20122
Average retail price of electricity , Minnesota ,2012,1,10.76, Minnesota 20121
Average retail price of electricity , Minnesota ,2011,12,10.32, Minnesota 201112
Average retail price of electricity , Minnesota ,2011,11,10.62, Minnesota 201111
Average retail price of electricity , Minnesota ,2011,10,11.28, Minnesota 201110
Average retail price of electricity , Minnesota ,2011,9,11.77, Minnesota 20119
Average retail price of electricity , Minnesota ,2011,8,11.61, Minnesota 20118
Average retail price of electricity , Minnesota ,2011,7,11.6, Minnesota 20117
Average retail price of electricity , Minnesota ,2011,6,11.43, Minnesota 20116
Average retail price of electricity , Minnesota ,2011,5,11.23, Minnesota 20115
Average retail price of electricity , Minnesota ,2011,4,10.9, Minnesota 20114
Average retail price of electricity , Minnesota ,2011,3,10.5, Minnesota 20113
Average retail price of electricity , Minnesota ,2011,2,10.33, Minnesota 20112
Average retail price of electricity , Minnesota ,2011,1,10.28, Minnesota 20111
Average retail price of electricity , Minnesota ,2010,12,10.32, Minnesota 201012
Average retail price of electricity , Minnesota ,2010,11,10.63, Minnesota 201011
Average retail price of electricity , Minnesota ,2010,10,10.87, Minnesota 201010
Average retail price of electricity , Minnesota ,2010,9,11.08, Minnesota 20109
Average retail price of electricity , Minnesota ,2010,8,11.3, Minnesota 20108
Average retail price of electricity , Minnesota ,2010,7,11.41, Minnesota 20107
Average retail price of electricity , Minnesota ,2010,6,11.1, Minnesota 20106
Average retail price of electricity , Minnesota ,2010,5,10.59, Minnesota 20105
