Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , New York ,2017,6,24.059, New York 20176
Total consumption , coal , New York ,2017,5,26.305, New York 20175
Total consumption , coal , New York ,2017,4,10.251, New York 20174
Total consumption , coal , New York ,2017,3,26.397, New York 20173
Total consumption , coal , New York ,2017,2,null, New York 20172
Total consumption , coal , New York ,2017,1,null, New York 20171
Total consumption , coal , New York ,2016,12,26.656, New York 201612
Total consumption , coal , New York ,2016,11,0, New York 201611
Total consumption , coal , New York ,2016,10,24.817, New York 201610
Total consumption , coal , New York ,2016,9,50.284, New York 20169
Total consumption , coal , New York ,2016,8,136.384, New York 20168
Total consumption , coal , New York ,2016,7,116.262, New York 20167
Total consumption , coal , New York ,2016,6,52.887, New York 20166
Total consumption , coal , New York ,2016,5,38.986, New York 20165
Total consumption , coal , New York ,2016,4,8.227, New York 20164
Total consumption , coal , New York ,2016,3,9.36, New York 20163
Total consumption , coal , New York ,2016,2,104.688, New York 20162
Total consumption , coal , New York ,2016,1,85.313, New York 20161
Total consumption , coal , New York ,2015,12,43.303, New York 201512
Total consumption , coal , New York ,2015,11,37.384, New York 201511
Total consumption , coal , New York ,2015,10,48.783, New York 201510
Total consumption , coal , New York ,2015,9,61.199, New York 20159
Total consumption , coal , New York ,2015,8,77.043, New York 20158
Total consumption , coal , New York ,2015,7,111.17, New York 20157
Total consumption , coal , New York ,2015,6,59.917, New York 20156
Total consumption , coal , New York ,2015,5,61.609, New York 20155
Total consumption , coal , New York ,2015,4,27.386, New York 20154
Total consumption , coal , New York ,2015,3,115.235, New York 20153
Total consumption , coal , New York ,2015,2,243.727, New York 20152
Total consumption , coal , New York ,2015,1,151.149, New York 20151
Total consumption , coal , New York ,2014,12,88.19, New York 201412
Total consumption , coal , New York ,2014,11,69.735, New York 201411
Total consumption , coal , New York ,2014,10,68.116, New York 201410
Total consumption , coal , New York ,2014,9,92.167, New York 20149
Total consumption , coal , New York ,2014,8,109.171, New York 20148
Total consumption , coal , New York ,2014,7,177.241, New York 20147
Total consumption , coal , New York ,2014,6,190.431, New York 20146
Total consumption , coal , New York ,2014,5,89.584, New York 20145
Total consumption , coal , New York ,2014,4,181.847, New York 20144
Total consumption , coal , New York ,2014,3,330.381, New York 20143
Total consumption , coal , New York ,2014,2,354.241, New York 20142
Total consumption , coal , New York ,2014,1,402.454, New York 20141
Total consumption , coal , New York ,2013,12,271.084, New York 201312
Total consumption , coal , New York ,2013,11,88.11, New York 201311
Total consumption , coal , New York ,2013,10,96.715, New York 201310
Total consumption , coal , New York ,2013,9,75.859, New York 20139
Total consumption , coal , New York ,2013,8,123.836, New York 20138
Total consumption , coal , New York ,2013,7,268.909, New York 20137
Total consumption , coal , New York ,2013,6,136.645, New York 20136
Total consumption , coal , New York ,2013,5,175.135, New York 20135
Total consumption , coal , New York ,2013,4,117.779, New York 20134
Total consumption , coal , New York ,2013,3,279.131, New York 20133
Total consumption , coal , New York ,2013,2,317.058, New York 20132
Total consumption , coal , New York ,2013,1,274.519, New York 20131
Total consumption , coal , New York ,2012,12,186.521, New York 201212
Total consumption , coal , New York ,2012,11,201.227, New York 201211
Total consumption , coal , New York ,2012,10,171.938, New York 201210
Total consumption , coal , New York ,2012,9,150.797, New York 20129
Total consumption , coal , New York ,2012,8,324.112, New York 20128
Total consumption , coal , New York ,2012,7,397.55, New York 20127
Total consumption , coal , New York ,2012,6,143.686, New York 20126
Total consumption , coal , New York ,2012,5,87.243, New York 20125
Total consumption , coal , New York ,2012,4,26.282, New York 20124
Total consumption , coal , New York ,2012,3,38.305, New York 20123
Total consumption , coal , New York ,2012,2,193.919, New York 20122
Total consumption , coal , New York ,2012,1,306.719, New York 20121
Total consumption , coal , New York ,2011,12,139.148, New York 201112
Total consumption , coal , New York ,2011,11,111.006, New York 201111
Total consumption , coal , New York ,2011,10,232.951, New York 201110
Total consumption , coal , New York ,2011,9,356.89, New York 20119
Total consumption , coal , New York ,2011,8,504.405, New York 20118
Total consumption , coal , New York ,2011,7,616.061, New York 20117
Total consumption , coal , New York ,2011,6,492.675, New York 20116
Total consumption , coal , New York ,2011,5,323.608, New York 20115
Total consumption , coal , New York ,2011,4,279.104, New York 20114
Total consumption , coal , New York ,2011,3,333.906, New York 20113
Total consumption , coal , New York ,2011,2,553.229, New York 20112
Total consumption , coal , New York ,2011,1,648.516, New York 20111
Total consumption , coal , New York ,2010,12,695.664, New York 201012
Total consumption , coal , New York ,2010,11,351.359, New York 201011
Total consumption , coal , New York ,2010,10,373.745, New York 201010
Total consumption , coal , New York ,2010,9,595.819, New York 20109
Total consumption , coal , New York ,2010,8,691.466, New York 20108
Total consumption , coal , New York ,2010,7,695.495, New York 20107
Total consumption , coal , New York ,2010,6,555.98, New York 20106
Total consumption , coal , New York ,2010,5,376.675, New York 20105
Total consumption , coal , New York ,2010,4,245.397, New York 20104
Total consumption , coal , New York ,2010,3,468.674, New York 20103
Total consumption , coal , New York ,2010,2,648.287, New York 20102
Total consumption , coal , New York ,2010,1,685.683, New York 20101
Total consumption , coal , New York ,2009,12,592.756, New York 200912
Total consumption , coal , New York ,2009,11,350.598, New York 200911
Total consumption , coal , New York ,2009,10,404.383, New York 200910
Total consumption , coal , New York ,2009,9,476.949, New York 20099
Total consumption , coal , New York ,2009,8,579.432, New York 20098
Total consumption , coal , New York ,2009,7,440.273, New York 20097
Total consumption , coal , New York ,2009,6,479.24, New York 20096
Total consumption , coal , New York ,2009,5,403.632, New York 20095
Total consumption , coal , New York ,2009,4,375.818, New York 20094
Total consumption , coal , New York ,2009,3,585.045, New York 20093
Total consumption , coal , New York ,2009,2,688.955, New York 20092
Total consumption , coal , New York ,2009,1,730.76, New York 20091
Total consumption , coal , New York ,2008,12,624.231, New York 200812
Total consumption , coal , New York ,2008,11,659.78, New York 200811
Total consumption , coal , New York ,2008,10,694.741, New York 200810
Total consumption , coal , New York ,2008,9,748.607, New York 20089
Total consumption , coal , New York ,2008,8,808.389, New York 20088
Total consumption , coal , New York ,2008,7,834.597, New York 20087
Total consumption , coal , New York ,2008,6,764.96, New York 20086
Total consumption , coal , New York ,2008,5,639.681, New York 20085
Total consumption , coal , New York ,2008,4,613.573, New York 20084
Total consumption , coal , New York ,2008,3,828.357, New York 20083
Total consumption , coal , New York ,2008,2,802.181, New York 20082
Total consumption , coal , New York ,2008,1,865.737, New York 20081
Total consumption , coal , New York ,2007,12,849.534, New York 200712
Total consumption , coal , New York ,2007,11,750.751, New York 200711
Total consumption , coal , New York ,2007,10,710.226, New York 200710
Total consumption , coal , New York ,2007,9,773.186, New York 20079
Total consumption , coal , New York ,2007,8,868.117, New York 20078
Total consumption , coal , New York ,2007,7,840.217, New York 20077
Total consumption , coal , New York ,2007,6,786.792, New York 20076
Total consumption , coal , New York ,2007,5,696.916, New York 20075
Total consumption , coal , New York ,2007,4,751.619, New York 20074
Total consumption , coal , New York ,2007,3,834.698, New York 20073
Total consumption , coal , New York ,2007,2,869.881, New York 20072
Total consumption , coal , New York ,2007,1,881.045, New York 20071
Total consumption , coal , New York ,2006,12,782.48845, New York 200612
Total consumption , coal , New York ,2006,11,681.15241, New York 200611
Total consumption , coal , New York ,2006,10,662.04424, New York 200610
Total consumption , coal , New York ,2006,9,741.64069, New York 20069
Total consumption , coal , New York ,2006,8,927.1165, New York 20068
Total consumption , coal , New York ,2006,7,981.68381, New York 20067
Total consumption , coal , New York ,2006,6,788.51415, New York 20066
Total consumption , coal , New York ,2006,5,701.09944, New York 20065
Total consumption , coal , New York ,2006,4,696.12317, New York 20064
Total consumption , coal , New York ,2006,3,831.98384, New York 20063
Total consumption , coal , New York ,2006,2,789.07456, New York 20062
Total consumption , coal , New York ,2006,1,834.25575, New York 20061
Total consumption , coal , New York ,2005,12,845.83995, New York 200512
Total consumption , coal , New York ,2005,11,773.30554, New York 200511
Total consumption , coal , New York ,2005,10,732.51299, New York 200510
Total consumption , coal , New York ,2005,9,812.37281, New York 20059
Total consumption , coal , New York ,2005,8,881.39341, New York 20058
Total consumption , coal , New York ,2005,7,918.57224, New York 20057
Total consumption , coal , New York ,2005,6,750.36284, New York 20056
Total consumption , coal , New York ,2005,5,484.23923, New York 20055
Total consumption , coal , New York ,2005,4,658.75434, New York 20054
Total consumption , coal , New York ,2005,3,762.95109, New York 20053
Total consumption , coal , New York ,2005,2,712.47897, New York 20052
Total consumption , coal , New York ,2005,1,736.55882, New York 20051
Total consumption , coal , New York ,2004,12,739.86284, New York 200412
Total consumption , coal , New York ,2004,11,702.99052, New York 200411
Total consumption , coal , New York ,2004,10,727.98386, New York 200410
Total consumption , coal , New York ,2004,9,802.92031, New York 20049
Total consumption , coal , New York ,2004,8,876.72367, New York 20048
Total consumption , coal , New York ,2004,7,889.373, New York 20047
Total consumption , coal , New York ,2004,6,834.61683, New York 20046
Total consumption , coal , New York ,2004,5,736.91434, New York 20045
Total consumption , coal , New York ,2004,4,750.29034, New York 20044
Total consumption , coal , New York ,2004,3,854.25441, New York 20043
Total consumption , coal , New York ,2004,2,915.6631, New York 20042
Total consumption , coal , New York ,2004,1,870.42178, New York 20041
Total consumption , coal , New York ,2003,12,826.696, New York 200312
Total consumption , coal , New York ,2003,11,798.844, New York 200311
Total consumption , coal , New York ,2003,10,787.499, New York 200310
Total consumption , coal , New York ,2003,9,802.5, New York 20039
Total consumption , coal , New York ,2003,8,860.629, New York 20038
Total consumption , coal , New York ,2003,7,923.095, New York 20037
Total consumption , coal , New York ,2003,6,759.916, New York 20036
Total consumption , coal , New York ,2003,5,625.936, New York 20035
Total consumption , coal , New York ,2003,4,697.097, New York 20034
Total consumption , coal , New York ,2003,3,832.374, New York 20033
Total consumption , coal , New York ,2003,2,839.237, New York 20032
Total consumption , coal , New York ,2003,1,892.246, New York 20031
Total consumption , coal , New York ,2002,12,881.351, New York 200212
Total consumption , coal , New York ,2002,11,816.964, New York 200211
Total consumption , coal , New York ,2002,10,873.719, New York 200210
Total consumption , coal , New York ,2002,9,840.389, New York 20029
Total consumption , coal , New York ,2002,8,870.33, New York 20028
Total consumption , coal , New York ,2002,7,934.49, New York 20027
Total consumption , coal , New York ,2002,6,734.203, New York 20026
Total consumption , coal , New York ,2002,5,621.469, New York 20025
Total consumption , coal , New York ,2002,4,616.709, New York 20024
Total consumption , coal , New York ,2002,3,650.01, New York 20023
Total consumption , coal , New York ,2002,2,588.194, New York 20022
Total consumption , coal , New York ,2002,1,726.566, New York 20021
Total consumption , coal , New York ,2001,12,738.415, New York 200112
Total consumption , coal , New York ,2001,11,566.985, New York 200111
Total consumption , coal , New York ,2001,10,666.7, New York 200110
Total consumption , coal , New York ,2001,9,619.018, New York 20019
Total consumption , coal , New York ,2001,8,922.989, New York 20018
Total consumption , coal , New York ,2001,7,880.477, New York 20017
Total consumption , coal , New York ,2001,6,774.347, New York 20016
Total consumption , coal , New York ,2001,5,671.097, New York 20015
Total consumption , coal , New York ,2001,4,713.35, New York 20014
Total consumption , coal , New York ,2001,3,886.113, New York 20013
Total consumption , coal , New York ,2001,2,853.364, New York 20012
Total consumption , coal , New York ,2001,1,964.908, New York 20011
Total consumption , coal , North Carolina ,2017,7,1941.075, North Carolina 20177
Total consumption , coal , North Carolina ,2017,6,1339.156, North Carolina 20176
Total consumption , coal , North Carolina ,2017,5,999.16, North Carolina 20175
Total consumption , coal , North Carolina ,2017,4,993.615, North Carolina 20174
Total consumption , coal , North Carolina ,2017,3,1122.825, North Carolina 20173
Total consumption , coal , North Carolina ,2017,2,615.026, North Carolina 20172
Total consumption , coal , North Carolina ,2017,1,1155.853, North Carolina 20171
Total consumption , coal , North Carolina ,2016,12,1196.159, North Carolina 201612
Total consumption , coal , North Carolina ,2016,11,723.693, North Carolina 201611
Total consumption , coal , North Carolina ,2016,10,1055.3, North Carolina 201610
Total consumption , coal , North Carolina ,2016,9,1592.157, North Carolina 20169
Total consumption , coal , North Carolina ,2016,8,2100.765, North Carolina 20168
Total consumption , coal , North Carolina ,2016,7,2118.593, North Carolina 20167
Total consumption , coal , North Carolina ,2016,6,1676.212, North Carolina 20166
Total consumption , coal , North Carolina ,2016,5,752.817, North Carolina 20165
Total consumption , coal , North Carolina ,2016,4,553.798, North Carolina 20164
Total consumption , coal , North Carolina ,2016,3,493.382, North Carolina 20163
Total consumption , coal , North Carolina ,2016,2,1078.657, North Carolina 20162
Total consumption , coal , North Carolina ,2016,1,1495.689, North Carolina 20161
Total consumption , coal , North Carolina ,2015,12,572.301, North Carolina 201512
Total consumption , coal , North Carolina ,2015,11,736.059, North Carolina 201511
Total consumption , coal , North Carolina ,2015,10,797.85, North Carolina 201510
Total consumption , coal , North Carolina ,2015,9,1180.186, North Carolina 20159
Total consumption , coal , North Carolina ,2015,8,1797.474, North Carolina 20158
Total consumption , coal , North Carolina ,2015,7,2101.981, North Carolina 20157
Total consumption , coal , North Carolina ,2015,6,1854.209, North Carolina 20156
Total consumption , coal , North Carolina ,2015,5,1083.762, North Carolina 20155
Total consumption , coal , North Carolina ,2015,4,676.904, North Carolina 20154
Total consumption , coal , North Carolina ,2015,3,1325.537, North Carolina 20153
Total consumption , coal , North Carolina ,2015,2,1948.774, North Carolina 20152
Total consumption , coal , North Carolina ,2015,1,1591.128, North Carolina 20151
Total consumption , coal , North Carolina ,2014,12,1177.637, North Carolina 201412
Total consumption , coal , North Carolina ,2014,11,1543.222, North Carolina 201411
Total consumption , coal , North Carolina ,2014,10,1233.593, North Carolina 201410
Total consumption , coal , North Carolina ,2014,9,1372.771, North Carolina 20149
Total consumption , coal , North Carolina ,2014,8,1686.133, North Carolina 20148
Total consumption , coal , North Carolina ,2014,7,1813.028, North Carolina 20147
Total consumption , coal , North Carolina ,2014,6,1935.862, North Carolina 20146
Total consumption , coal , North Carolina ,2014,5,1502.367, North Carolina 20145
Total consumption , coal , North Carolina ,2014,4,966.608, North Carolina 20144
Total consumption , coal , North Carolina ,2014,3,2043.757, North Carolina 20143
Total consumption , coal , North Carolina ,2014,2,2007.706, North Carolina 20142
Total consumption , coal , North Carolina ,2014,1,2256.67, North Carolina 20141
Total consumption , coal , North Carolina ,2013,12,1355.09, North Carolina 201312
Total consumption , coal , North Carolina ,2013,11,1660.063, North Carolina 201311
Total consumption , coal , North Carolina ,2013,10,1395.661, North Carolina 201310
Total consumption , coal , North Carolina ,2013,9,1530.55, North Carolina 20139
Total consumption , coal , North Carolina ,2013,8,1934.288, North Carolina 20138
Total consumption , coal , North Carolina ,2013,7,2034.629, North Carolina 20137
Total consumption , coal , North Carolina ,2013,6,1916.984, North Carolina 20136
Total consumption , coal , North Carolina ,2013,5,1288.494, North Carolina 20135
Total consumption , coal , North Carolina ,2013,4,1143.233, North Carolina 20134
Total consumption , coal , North Carolina ,2013,3,1707.023, North Carolina 20133
Total consumption , coal , North Carolina ,2013,2,1593.322, North Carolina 20132
Total consumption , coal , North Carolina ,2013,1,1610.651, North Carolina 20131
Total consumption , coal , North Carolina ,2012,12,1530.515, North Carolina 201212
Total consumption , coal , North Carolina ,2012,11,1936.258, North Carolina 201211
Total consumption , coal , North Carolina ,2012,10,1387.962, North Carolina 201210
Total consumption , coal , North Carolina ,2012,9,1498.184, North Carolina 20129
Total consumption , coal , North Carolina ,2012,8,2085.843, North Carolina 20128
Total consumption , coal , North Carolina ,2012,7,2570.09, North Carolina 20127
Total consumption , coal , North Carolina ,2012,6,1973.245, North Carolina 20126
Total consumption , coal , North Carolina ,2012,5,1865.381, North Carolina 20125
Total consumption , coal , North Carolina ,2012,4,1386.848, North Carolina 20124
Total consumption , coal , North Carolina ,2012,3,1460.084, North Carolina 20123
Total consumption , coal , North Carolina ,2012,2,1477.717, North Carolina 20122
Total consumption , coal , North Carolina ,2012,1,1703.816, North Carolina 20121
Total consumption , coal , North Carolina ,2011,12,1468.701, North Carolina 201112
Total consumption , coal , North Carolina ,2011,11,1513.223, North Carolina 201111
Total consumption , coal , North Carolina ,2011,10,1379.173, North Carolina 201110
Total consumption , coal , North Carolina ,2011,9,1922.076, North Carolina 20119
Total consumption , coal , North Carolina ,2011,8,2551.827, North Carolina 20118
Total consumption , coal , North Carolina ,2011,7,2682.559, North Carolina 20117
Total consumption , coal , North Carolina ,2011,6,2542.015, North Carolina 20116
Total consumption , coal , North Carolina ,2011,5,2132.434, North Carolina 20115
Total consumption , coal , North Carolina ,2011,4,1807.13, North Carolina 20114
Total consumption , coal , North Carolina ,2011,3,1899.927, North Carolina 20113
Total consumption , coal , North Carolina ,2011,2,1851.681, North Carolina 20112
Total consumption , coal , North Carolina ,2011,1,2840.209, North Carolina 20111
Total consumption , coal , North Carolina ,2010,12,2829.011, North Carolina 201012
Total consumption , coal , North Carolina ,2010,11,1783.51, North Carolina 201011
Total consumption , coal , North Carolina ,2010,10,1888.225, North Carolina 201010
Total consumption , coal , North Carolina ,2010,9,2358.115, North Carolina 20109
Total consumption , coal , North Carolina ,2010,8,2910.402, North Carolina 20108
Total consumption , coal , North Carolina ,2010,7,2935.419, North Carolina 20107
Total consumption , coal , North Carolina ,2010,6,2877.497, North Carolina 20106
Total consumption , coal , North Carolina ,2010,5,2230.566, North Carolina 20105
Total consumption , coal , North Carolina ,2010,4,1910.077, North Carolina 20104
Total consumption , coal , North Carolina ,2010,3,2181.974, North Carolina 20103
Total consumption , coal , North Carolina ,2010,2,2640.32, North Carolina 20102
Total consumption , coal , North Carolina ,2010,1,2909.587, North Carolina 20101
Total consumption , coal , North Carolina ,2009,12,2680.335, North Carolina 200912
Total consumption , coal , North Carolina ,2009,11,1910.641, North Carolina 200911
Total consumption , coal , North Carolina ,2009,10,1815.935, North Carolina 200910
Total consumption , coal , North Carolina ,2009,9,1912.914, North Carolina 20099
Total consumption , coal , North Carolina ,2009,8,2663.933, North Carolina 20098
Total consumption , coal , North Carolina ,2009,7,2480.309, North Carolina 20097
Total consumption , coal , North Carolina ,2009,6,2399.526, North Carolina 20096
Total consumption , coal , North Carolina ,2009,5,1926.998, North Carolina 20095
Total consumption , coal , North Carolina ,2009,4,1752.792, North Carolina 20094
Total consumption , coal , North Carolina ,2009,3,2086.235, North Carolina 20093
Total consumption , coal , North Carolina ,2009,2,2024.041, North Carolina 20092
Total consumption , coal , North Carolina ,2009,1,2773.789, North Carolina 20091
Total consumption , coal , North Carolina ,2008,12,2318.82, North Carolina 200812
Total consumption , coal , North Carolina ,2008,11,2371.194, North Carolina 200811
Total consumption , coal , North Carolina ,2008,10,2059.73, North Carolina 200810
Total consumption , coal , North Carolina ,2008,9,2461.331, North Carolina 20089
Total consumption , coal , North Carolina ,2008,8,2891.947, North Carolina 20088
Total consumption , coal , North Carolina ,2008,7,3018.856, North Carolina 20087
Total consumption , coal , North Carolina ,2008,6,2981.825, North Carolina 20086
Total consumption , coal , North Carolina ,2008,5,2598.291, North Carolina 20085
Total consumption , coal , North Carolina ,2008,4,2384.931, North Carolina 20084
Total consumption , coal , North Carolina ,2008,3,2640.492, North Carolina 20083
Total consumption , coal , North Carolina ,2008,2,2562.995, North Carolina 20082
Total consumption , coal , North Carolina ,2008,1,2825.418, North Carolina 20081
Total consumption , coal , North Carolina ,2007,12,2585.972, North Carolina 200712
Total consumption , coal , North Carolina ,2007,11,2520.526, North Carolina 200711
Total consumption , coal , North Carolina ,2007,10,2709.803, North Carolina 200710
Total consumption , coal , North Carolina ,2007,9,2739.796, North Carolina 20079
Total consumption , coal , North Carolina ,2007,8,3184.933, North Carolina 20078
Total consumption , coal , North Carolina ,2007,7,2885.352, North Carolina 20077
Total consumption , coal , North Carolina ,2007,6,2803.249, North Carolina 20076
Total consumption , coal , North Carolina ,2007,5,2720.167, North Carolina 20075
Total consumption , coal , North Carolina ,2007,4,2430.774, North Carolina 20074
Total consumption , coal , North Carolina ,2007,3,2593.854, North Carolina 20073
Total consumption , coal , North Carolina ,2007,2,2813.727, North Carolina 20072
Total consumption , coal , North Carolina ,2007,1,2424.232, North Carolina 20071
Total consumption , coal , North Carolina ,2006,12,2342.90427, North Carolina 200612
Total consumption , coal , North Carolina ,2006,11,2366.13006, North Carolina 200611
Total consumption , coal , North Carolina ,2006,10,2255.26997, North Carolina 200610
Total consumption , coal , North Carolina ,2006,9,2380.69743, North Carolina 20069
Total consumption , coal , North Carolina ,2006,8,3193.20747, North Carolina 20068
Total consumption , coal , North Carolina ,2006,7,3016.56294, North Carolina 20067
Total consumption , coal , North Carolina ,2006,6,2822.19765, North Carolina 20066
Total consumption , coal , North Carolina ,2006,5,2641.69434, North Carolina 20065
Total consumption , coal , North Carolina ,2006,4,2179.49174, North Carolina 20064
Total consumption , coal , North Carolina ,2006,3,2483.37932, North Carolina 20063
Total consumption , coal , North Carolina ,2006,2,2466.92719, North Carolina 20062
Total consumption , coal , North Carolina ,2006,1,2307.46664, North Carolina 20061
Total consumption , coal , North Carolina ,2005,12,2693.10514, North Carolina 200512
Total consumption , coal , North Carolina ,2005,11,2323.1883, North Carolina 200511
Total consumption , coal , North Carolina ,2005,10,2496.91761, North Carolina 200510
Total consumption , coal , North Carolina ,2005,9,2864.34937, North Carolina 20059
Total consumption , coal , North Carolina ,2005,8,3243.1304, North Carolina 20058
Total consumption , coal , North Carolina ,2005,7,3094.59677, North Carolina 20057
Total consumption , coal , North Carolina ,2005,6,2687.66056, North Carolina 20056
Total consumption , coal , North Carolina ,2005,5,2220.72984, North Carolina 20055
Total consumption , coal , North Carolina ,2005,4,2219.16341, North Carolina 20054
Total consumption , coal , North Carolina ,2005,3,2595.53334, North Carolina 20053
Total consumption , coal , North Carolina ,2005,2,2345.77974, North Carolina 20052
Total consumption , coal , North Carolina ,2005,1,2518.72029, North Carolina 20051
Total consumption , coal , North Carolina ,2004,12,2389.87597, North Carolina 200412
Total consumption , coal , North Carolina ,2004,11,2086.51801, North Carolina 200411
Total consumption , coal , North Carolina ,2004,10,2179.83861, North Carolina 200410
Total consumption , coal , North Carolina ,2004,9,2059.28416, North Carolina 20049
Total consumption , coal , North Carolina ,2004,8,2708.50667, North Carolina 20048
Total consumption , coal , North Carolina ,2004,7,2911.96414, North Carolina 20047
Total consumption , coal , North Carolina ,2004,6,2528.67227, North Carolina 20046
Total consumption , coal , North Carolina ,2004,5,2618.13942, North Carolina 20045
Total consumption , coal , North Carolina ,2004,4,2224.96559, North Carolina 20044
Total consumption , coal , North Carolina ,2004,3,2622.78114, North Carolina 20043
Total consumption , coal , North Carolina ,2004,2,2736.91132, North Carolina 20042
Total consumption , coal , North Carolina ,2004,1,2854.79269, North Carolina 20041
Total consumption , coal , North Carolina ,2003,12,2782.35, North Carolina 200312
Total consumption , coal , North Carolina ,2003,11,2233.531, North Carolina 200311
Total consumption , coal , North Carolina ,2003,10,1995.07, North Carolina 200310
Total consumption , coal , North Carolina ,2003,9,2519.914, North Carolina 20039
Total consumption , coal , North Carolina ,2003,8,2953.943, North Carolina 20038
Total consumption , coal , North Carolina ,2003,7,2654.664, North Carolina 20037
Total consumption , coal , North Carolina ,2003,6,2417.862, North Carolina 20036
Total consumption , coal , North Carolina ,2003,5,2111.69, North Carolina 20035
Total consumption , coal , North Carolina ,2003,4,1890.028, North Carolina 20034
Total consumption , coal , North Carolina ,2003,3,2512.339, North Carolina 20033
Total consumption , coal , North Carolina ,2003,2,2530.948, North Carolina 20032
Total consumption , coal , North Carolina ,2003,1,2801.037, North Carolina 20031
Total consumption , coal , North Carolina ,2002,12,2480.327, North Carolina 200212
Total consumption , coal , North Carolina ,2002,11,2322.45, North Carolina 200211
Total consumption , coal , North Carolina ,2002,10,2496.112, North Carolina 200210
Total consumption , coal , North Carolina ,2002,9,2698.36, North Carolina 20029
Total consumption , coal , North Carolina ,2002,8,2942.533, North Carolina 20028
Total consumption , coal , North Carolina ,2002,7,3006.743, North Carolina 20027
Total consumption , coal , North Carolina ,2002,6,2625.981, North Carolina 20026
Total consumption , coal , North Carolina ,2002,5,2043.865, North Carolina 20025
Total consumption , coal , North Carolina ,2002,4,2099.875, North Carolina 20024
Total consumption , coal , North Carolina ,2002,3,2453.568, North Carolina 20023
Total consumption , coal , North Carolina ,2002,2,1993.856, North Carolina 20022
Total consumption , coal , North Carolina ,2002,1,2314.543, North Carolina 20021
Total consumption , coal , North Carolina ,2001,12,2229.931, North Carolina 200112
Total consumption , coal , North Carolina ,2001,11,2011.979, North Carolina 200111
Total consumption , coal , North Carolina ,2001,10,2192.186, North Carolina 200110
Total consumption , coal , North Carolina ,2001,9,2346.675, North Carolina 20019
Total consumption , coal , North Carolina ,2001,8,3077.925, North Carolina 20018
Total consumption , coal , North Carolina ,2001,7,2760.504, North Carolina 20017
Total consumption , coal , North Carolina ,2001,6,2556.626, North Carolina 20016
Total consumption , coal , North Carolina ,2001,5,2196.236, North Carolina 20015
Total consumption , coal , North Carolina ,2001,4,2161.658, North Carolina 20014
Total consumption , coal , North Carolina ,2001,3,2488.784, North Carolina 20013
Total consumption , coal , North Carolina ,2001,2,2065.118, North Carolina 20012
Total consumption , coal , North Carolina ,2001,1,2561.332, North Carolina 20011
Total consumption , coal , North Dakota ,2017,7,2105.647, North Dakota 20177
Total consumption , coal , North Dakota ,2017,6,1588.708, North Dakota 20176
Total consumption , coal , North Dakota ,2017,5,1523.368, North Dakota 20175
Total consumption , coal , North Dakota ,2017,4,1520.777, North Dakota 20174
Total consumption , coal , North Dakota ,2017,3,1822.468, North Dakota 20173
Total consumption , coal , North Dakota ,2017,2,1891.912, North Dakota 20172
Total consumption , coal , North Dakota ,2017,1,1983.948, North Dakota 20171
Total consumption , coal , North Dakota ,2016,12,1982.926, North Dakota 201612
Total consumption , coal , North Dakota ,2016,11,1722.023, North Dakota 201611
Total consumption , coal , North Dakota ,2016,10,1870.664, North Dakota 201610
Total consumption , coal , North Dakota ,2016,9,1785.013, North Dakota 20169
Total consumption , coal , North Dakota ,2016,8,2245.42, North Dakota 20168
Total consumption , coal , North Dakota ,2016,7,2246.727, North Dakota 20167
Total consumption , coal , North Dakota ,2016,6,1732.398, North Dakota 20166
Total consumption , coal , North Dakota ,2016,5,1392.214, North Dakota 20165
Total consumption , coal , North Dakota ,2016,4,1279.121, North Dakota 20164
Total consumption , coal , North Dakota ,2016,3,1561.881, North Dakota 20163
Total consumption , coal , North Dakota ,2016,2,1838.289, North Dakota 20162
Total consumption , coal , North Dakota ,2016,1,2163.033, North Dakota 20161
Total consumption , coal , North Dakota ,2015,12,1960.93, North Dakota 201512
Total consumption , coal , North Dakota ,2015,11,1813.044, North Dakota 201511
Total consumption , coal , North Dakota ,2015,10,1761.061, North Dakota 201510
Total consumption , coal , North Dakota ,2015,9,1832.474, North Dakota 20159
Total consumption , coal , North Dakota ,2015,8,2033.817, North Dakota 20158
Total consumption , coal , North Dakota ,2015,7,2096.09, North Dakota 20157
Total consumption , coal , North Dakota ,2015,6,1837.492, North Dakota 20156
Total consumption , coal , North Dakota ,2015,5,1771.063, North Dakota 20155
Total consumption , coal , North Dakota ,2015,4,1733.244, North Dakota 20154
Total consumption , coal , North Dakota ,2015,3,1868.965, North Dakota 20153
Total consumption , coal , North Dakota ,2015,2,1950.836, North Dakota 20152
Total consumption , coal , North Dakota ,2015,1,2127.144, North Dakota 20151
Total consumption , coal , North Dakota ,2014,12,1952.526, North Dakota 201412
Total consumption , coal , North Dakota ,2014,11,2044.335, North Dakota 201411
Total consumption , coal , North Dakota ,2014,10,1869.404, North Dakota 201410
Total consumption , coal , North Dakota ,2014,9,1704.359, North Dakota 20149
Total consumption , coal , North Dakota ,2014,8,1981.822, North Dakota 20148
Total consumption , coal , North Dakota ,2014,7,2005.419, North Dakota 20147
Total consumption , coal , North Dakota ,2014,6,1590.368, North Dakota 20146
Total consumption , coal , North Dakota ,2014,5,1367.7, North Dakota 20145
Total consumption , coal , North Dakota ,2014,4,1645.246, North Dakota 20144
